Tweet,Keyword,Sentiment,start,end
"Ultimate Betrayal of Trust Penn State Coach Raped Kids , Admin Covered Up ;) penn state http://t.co/qEGdP7RV",penn state,negative,14,16
I posted a new photo to Facebook http://t.co/ecYyzDXL,Facebook,neutral,6,7
http://t.co/M6Cg2GN5 Occupy protests swell nationwide ; scores arrested 2,Occupy protests,neutral,1,3
@artrotter We were in Florence for part of our honeymoon in October ! :),@artrotter,positive,0,1
Facebook Offer s: Facebook's Advice For Successful One s: By Chris Crum Â· 4 mins ago Â· Leave a Comment Offers let ... http://t.co/5IE7KpiB,Facebook,neutral,0,1
Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Terri Tibbs,neutral,6,8
President santos urges to denounce on timely crimes like extortion & kidnapping www.victimasdelterrorismo.org.co/index.php?idcategoria=4391,President santos,neutral,0,2
Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,Chicagoist,neutral,7,8
On Faith Panelists Blog : Thank goodness for Christopher Hitchens ! - Daniel C . Dennett http://bit.ly/9cjJVn,Daniel C . Dennett,neutral,12,16
Ã¢Â?Â? An eye for eye only ends up making the whole world blind . Ã¢Â?Â? Mohatma Gandhi .,Mohatma Gandhi,neutral,15,17
I imagine that the pain from the explosion of instant mashed potatoes is what hot lava feels like . Send FEMA mobile burn unit now please !,FEMA,neutral,20,21
QLD Floo d: Those looking to contribute to the relief effort can donate directly to the Queensland Government or ... http://fb.me/NCZ1PQVI,Queensland Government,neutral,16,18
Japan Atomic Crisis Eases as Spent-Fuel Pools Cool Below 100C - Bloomberg http://ht.ly/1bRf2i,Bloomberg,neutral,11,12
"More period work for Downton star : Based on a true story , Stevens' character is Gilbert Evans , a land agent for ... http://t.co/2FgMaGJX",Gilbert Evans,neutral,16,18
â?? @ GeohotU S: Geohot receives donations from Microsoft to fight against Sony ! http://bit.ly/gBtvSHâ?? booooooo,Sony,negative,12,13
â?? The Wizardry of Leadership â?? : Laghari â?? s 7-point formula for youth leadership http://t.co/699Tbv4s via @etribune,Laghari,neutral,7,8
Immortals edge out Arthur Christmas to take UK No . 1 http://t.co/5HwgfhBo,Arthur Christmas,neutral,3,5
http://t.co/LSmoZsXl Arizona baseball hosts Harvard for first time in school history : When the Arizona baseball p ... http://t.co/taYThyHY,Arizona,neutral,1,2
"@DaltonCyr he's cool ! He's so cute !! And many my friend say , yasmin , I already follow him but he's not give me some response :( they say it",@DaltonCyr,positive,0,1
"@aronraju Bangalore times , i have seen.It's a supplement available only at Bangalore .. Why it was not happened front page of Times of India .",Bangalore times,positive,1,3
"@3aibAndTheCity lol , yes , Sarah Jessica Parker , you look amazing . I wear Sirwal and Faneela to bed . Want to be friends !!! Some people",Sarah Jessica Parker,positive,5,8
RACK's ( Rackwise Inc. ) recent partnership with Intel makes this company even more attractive in our eyes !!,Intel,positive,8,9
Hearst â?? s Carey : We Will Have One Million Paying Digital Subscribers In 2012 http://t.co/uKVFFfRg #Hearstuk #PixelMags,Hearst,positive,0,1
@Nick_Angel_brr 15 Things you didn â?? t know about Steve Jobs http://tnw.to/16E4n shared by on,Steve Jobs,neutral,9,11
"I'm trying *Spark , a custom mobile home screen with news , weather , FB , Twitter all in one place . It's free ! http://t.co/1Dhbk4W",FB,positive,14,15
"Suck In Boatloads Of Twitter Profits , an A to Z twitter traffic tutorial for free - http://t.co/nzUtIUc",twitter,neutral,11,12
News & Gossip From Robert Puddy ( Here's 23 pages of rock-solid content for free ( $ 47 value ) http://t.co/5LvXg32p,Robert Puddy,neutral,4,6
"Chiquita CEO shares his road map to succe ss: In Charlotte , Chiquita is looking to hire people for finance , infor ... http://t.co/KwBVHOdq",Chiquita,neutral,12,13
Call It What You Want - Foster The People #nowplaying http://t.co/cQ0mEczT vÃ?Â­a @grooveshark,Foster The People,neutral,6,9
""" @ MattBennett : ""I play Robbie on the show."" -me to strangers all the time."" It sucks u.u",Robbie,negative,6,7
"The Religion in the sight of Allah is Islam."" ( Qur'an 3 : 19 ) In another verse of the Qur'an , ............",Allah,positive,6,7
"Ex- @ Greenpeace leader , Dr . Patrick # Moore , supports #tar #sands and says they are ethical http://t.co/GGE3NDNA",Dr . Patrick #,neutral,5,9
Supreme Court throws out criminal conviction in animal cruelty case â?? WSLS.com http://bit.ly/c1B4h0,Supreme Court,neutral,0,2
"@WhatsApp I can't disconnect from my Nokia n97 , it ; s draining my battery , i'll stop using this app unless you make it disconnect on exit !",Nokia,neutral,6,7
"My week on twitter : 1 retweets received , 8 new followers , 40 mentions . Via : http://t.co/diJUQvSt",twitter,neutral,3,4
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,Sheikh Ahmad Hmoud Al-Sabah,neutral,0,4
The Ragged Trousered Philanthropists by Robert Tressell http://onlywire.com/r/30549094,Robert Tressell,neutral,5,7
I subscribed to RajshriKids's channel on YouTube . http://t.co/7AFddkv3,RajshriKids's,neutral,3,4
ppl : abot Onion price hike ? ' - CM Karunanidhi : ''Go and ask PERIYAR'' MK : abot our alliance ? '' -- - Sonia : ''ASK RAJIV GANDHI''- ha ha : - ),RAJIV GANDHI''-,neutral,28,30
"New KSU faculty appointments announced at Scientific Council â?? s fifth session : On Sunday , November 13 , King Saud ... http://t.co/v2mBny4w",Scientific Council,neutral,6,8
kannan and velmurugan took me back to the last college days #thank you very much,kannan,positive,0,1
"@rascalflatts @JayDeMarcus @JoeDonRooney when u will put ""EASY"" video on youtube ? I can't see it on cmt.com 'cause i'm from another country : (",youtube,neutral,10,11
Look at this awesome Twitter Marketing series . http://bit.ly/Twittank,Twitter,positive,4,5
listening to Juliette Greco #nowplaying http://t.co/P1P6nqZH vÃ­a @grooveshark,Juliette Greco,neutral,2,4
OH MY GOOOOOD !!! The minute @DrNnmg says something mom bursts in saying the EXACT . SAME . THING ! This ghamdi network is creeping me out O_O,mom,negative,9,10
Eyes on FEST-M presentation given to Joint Forces Engineer Command . http://bit.ly/d7ovUw,Joint Forces Engineer Command,neutral,6,10
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,FTC,neutral,3,4
"Check out â?? The Change is Me â?? tab on Facebook featuring new blogs of our students , Jason and Tara , and lecturer Siva ! http://t.co/XyRb7dZ2",Jason,neutral,18,19
@ndtv She is selected from congress group ! No result ! BJP don't waste the time,congress,negative,5,6
"Todays it's writing placement test for Jan and Marc , among other administrative administrativia ....",Jan and,neutral,6,8
@Natura_Mexico 33%,@Natura_Mexico,neutral,0,1
"Warner Bros . Celebrates 'Casablanca's' 70th Anniversary With Theatrical ... : This screening , titled Turner Class ... http://t.co/u5Uthfq6",Warner Bros,neutral,0,2
"In 1999 , the government did not come to Putin that Russia simply razvalilas and the fate of Russia would be very sad !",Russia,negative,11,12
"ok , packing bag , watching mr ripley's game and getting laundry together . gnite twitter !",twitter,neutral,15,16
"LONDON ( Reuters ) - British satellite broadcaster BSkyB , part of Rupert Murdoch's UK media b ... http://t.co/ui58pbKR http://t.co/b0qfkTwQ",Rupert Murdoch's,neutral,12,14
@georgegalloway @yvonneridley 'I lied about WMD to topple Saddam' http://gu.com/p/2n5ky/tw,Saddam',neutral,8,9
Welcome to The Academy of Coastal Carolina http://t.co/YHbisr60 #MyrtleBeach,The Academy of Coastal Carolina,neutral,2,7
Search for Honda parts by frame number http://t.co/s20AEcX,Honda,neutral,2,3
"In 1999 , the government did not come to Putin that Russia simply razvalilas and the fate of Russia would be very sad !",Russia,negative,11,12
Housefull 2 Hot Actress at the Zoom Holi Party http://t.co/CKEJhpwQ,Zoom,neutral,6,7
"Check out Moolala , great daily deals and an amazing rewards program : http://t.co/EejxRsh",Moolala,positive,2,3
Tom DeLay : Still Friends with Jack Abramoff ( VIDEO ) - http://bit.ly/9rMfpE,Jack Abramoff,neutral,6,8
AnCal is an open source calendar application for mobile phones with Google Android operating system . http://goo.gl/fb/wSVvX,Google,neutral,11,12
Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,Canon,positive,22,23
Download Tamil Song : Prash Mixstation Unit 2011 ( 38 Remixed Tamil Songs ) http://t.co/pHtwI81Y,Tamil,neutral,1,2
I posted a new photo to Facebook http://t.co/fb4Lj3hG,Facebook,neutral,6,7
""" @ AYOTWICE : Ohk lemme help pastor chris masturbation is not a sin but lust is a sin .... do the math."" *yimu*",chris,negative,8,9
@Dr_Singel since last week after work I pass by macdonalds to get mcflurry â?¥ can't get enough of it,macdonalds,positive,9,10
Ahhhh gosh why did I have to go check Facebook . Ended up wasting so much time ... ):,Facebook,negative,9,10
Free New York Giants vs . Green Bay Packers - Live NFL Game : Facebook forum Statistics : 1 Post || 5 Views Post by sksm http://t.co/Sh6uh98B,New York Giants,neutral,1,4
"Gadget Update : Acer brings five monitors to the US , prices range from $ 139 to $ 329",Acer,neutral,3,4
"Chris , if you see this , your brothers and I just want to know that you are okay . Please email me at find_chris_barron @ yahoo.com .",Chris,positive,0,1
Checking with careers about #DWC graduates achievements like @MaryamBinFahad @NaylaAlkhaja @malmarri that will be displayed at #DWCVillage,@malmarri,neutral,10,11
Free Shaklee Membership when you buy the Earth Day Healthy Home Pack for $ 30 . http://tiny.ly/gjNT,Shaklee,neutral,1,2
Nexus One's Noise Cancellation Coming to AT & T - PC Magazine : Nexus One's Noise Cancellation â?¦ http://goo.gl/fb/4Fu3,AT & T,neutral,6,9
@rachelgpng we see first ah !! I dont trust u ... Scully u party until u can't drive straight,Scully,negative,11,12
Green is Good talks sustainable drinks with @DonQRum and @onecoconut . Stream now while enjoying a refreshing beverage ! http://t.co/ruInaI6o,Green is Good,positive,0,3
Congratulations Viru @virendersehwag .. You're a GREAT !!,Viru,positive,1,2
sian champions league kena chelsea .. one season must play them how many times man ...,kena chelsea,neutral,3,5
Japan braces for political gridlock after ruling party loss - Deseret News http://tinyurl.com/28rs45o,Deseret News,neutral,10,12
Stephen Hawking : 'There is no heaven ; it's a fairy story' http://t.co/a35mbP2,Stephen Hawking,neutral,0,2
"People are dying in South Kordofan and Blue Nile , Sudan . Stop Bashir from getting away with murder http://t.co/gUSJLLqT",Bashir,negative,13,14
Australians embrace the third dimension ;P http://bit.ly/cVFCbM panasonic led tv,panasonic,positive,7,8
"A d: http://spn.tw/t18vL4 As seen in O Magazine , scrubs are one of 8 items we want to see made over . Look @ Blue Sky Scrubs on Oprah's site !",O Magazine,neutral,6,8
"US Airways Shares Slip Despite Merger Chance , Strong Demand - TheStreet - http://t.co/glyNc2k7",TheStreet,neutral,11,12
http://t.co/PrUEpa7C Viad Corp acquires Banff International Hotel : Viad Corp has completed the acq ... http://t.co/1UnFeJVQ EDconsulting_,Viad Corp,neutral,8,10
New Case Study : Google Adwords 12 Call-In Leads In 13 Days ! http://t.co/BekgsHWh,Google,positive,4,5
I liked a @YouTube videofrom @b16ball http://t.co/XC2maT7O BMW shows off their semi-autonomous driving sys,BMW,positive,7,8
MoD inspectors to assess economic impact of any BAE shipyard closure : News in pictures On Facebook Suggested Top ... http://t.co/EcB9FY5p,BAE shipyard,neutral,8,10
"Ok God , I got it ...",God,neutral,1,2
"@andersoncooper Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 PM Ã¢Â?Â?",@andersoncooper,neutral,0,1
""" @ fotonah : â?? Life is a song , sing it . â?? """,fotonah,neutral,2,3
@OmarDeMoya Thank you very much for the mention . I appreciate it : - http://t.co/nHKHfjz,@OmarDeMoya,positive,0,1
Going to be a great @IBFinchy have a great time in the booth . Go the internationals especially our local QLD boys @PresidentsCup_,QLD,neutral,20,21
"New photos , Katy Perry out in West Hollywood on January 17 - http://celebcan.com/Db",Katy Perry,neutral,3,5
Why pay retail price on Hummer HX 3 Auctioned for less money in eBay . Learn how . http://t.co/5ulAEWl1,eBay,positive,13,14
"@AchilleEmana hi Emana , I would like to thank you for attending the Saudi match against thailand .",Emana,positive,2,3
"BP Unlikely To Return To Bumper Dividend Despite Settlement : BP PLC ( BP.LN , BP ) expects to keep raising its divi ... http://t.co/s74BoLeI",BP,neutral,0,1
It would be nice to see Giggs as manager and solskjaer as asst manager or vice versa when ferige retires .,ferige,neutral,18,19
I don't know when #Eid started to lose it's touch ! . Is it because we've grown up or because he did . Happy Eid to all though !,#Eid,negative,4,5
"@Xe05 Support our NUS student team . 90s video on championship to win $ 1 , 000 or trip to Singapore ( Deadline 17 May ) http://tiny.cc/ptj56",NUS,positive,3,4
"AltSounds / New York based Online Magazine review our debut single - ""Katrina , Andrew , Allen , Nancy all these ... http://t.co/C2xiPKfg",AltSounds,neutral,0,1
I uploaded a @YouTube video http://t.co/KPlIFhKi Show Gratitude To Allah's Favours,@YouTube,neutral,3,4
philadelphia eagles Kevin Kolb : Five Reasons Why Andy Reid Has To Trade Him http://bit.ly/9ptj1h,Kevin Kolb,negative,2,4
"what a joke - the gom for the jan lok pal bill - sharad pawar , moily and kapil sibal.this govt thinks we the people are stupid and gullible .",moily,negative,16,17
Wiz Khalifa Announces Engagement on Twitter [ VIDEO ] http://t.co/ryu1SLUz,Wiz Khalifa,neutral,0,2
Check out this entry to become Greyson Chance â?? s ProtÃ©gÃ© . #BBMchallenge http://t.co/l46om84o,Greyson Chance,neutral,6,8
@RealEstateHQ @ActonBIA @Mone Greetings from Montenegro http://t.co/p1jJhepA,@RealEstateHQ,neutral,0,1
#TwitNewsNow Miami Dolphin s: Projecting Their Record in 2012 with Each Rumored Quarterback http://t.co/nT30Bp01 #NFL,Miami Dolphin s:,neutral,1,4
"Marble Homes Hua Hin Thailand , 100 % finance , no deposit www.search-realestate-thailand.com new property best buy !",Marble Homes,neutral,0,2
Just posted a photo @ Ordination Dr . Buchsteiner http://t.co/miPUXDtI,Dr . Buchsteiner,neutral,6,9
New Forex Revolution - Â½ PIP Fixed Spread http://tinyurl.com/3xs7dd2,Forex,neutral,1,2
Confessions of an Economic Hitman : John Perkins was economic hit man for an international consulting firm that w ... http://t.co/iTpIsEF0,John Perkins,negative,6,8
PHOTO : â?? Bel Ami â?? Music Score Photo and Bit About Composer Lakshman Joseph de Saram http://t.co/UAkgXllG,Lakshman Joseph de Saram,neutral,13,17
#Cash NimbleCommerce Revamps Daily Deals For MediaNews Grou p: Startup NimbleCommerce wants to become the daily d ... http://t.co/XMIGIN5j,NimbleCommerce,neutral,10,11
the real way to build a social network - great advice from Reid Hoffman http://t.co/hn0saRec,Reid Hoffman,positive,12,14
"AltSounds / New York based Online Magazine review our debut single - ""Katrina , Andrew , Allen , Nancy all these ... http://t.co/C2xiPKfg",AltSounds,neutral,0,1
IG faults Energy Department for not fully implementing HSPD-12 http://t.co/jERi9Tse,Energy Department,negative,2,4
New post : Credit Card Debt Consolidation : Apply Today - BigNews.biz ( press release ) ( http://cli.gs/edTHt),BigNews.biz,neutral,11,12
Tyler Smith @ Chroma show 08-02-2012 http://t.co/iKml03yy #nowplaying #techno #soundcloud,Tyler Smith,neutral,0,2
THAKSIN do not want 2B come PM . But he wants 2B the PRESIDENT of the REPUBLIC of THAILAND .,THAKSIN,neutral,0,1
"Photographer looking for Female bodybuilder for a shoot : Hello ! My name is Sara , I am a photographer based in Lo ... http://t.co/K7b8CN30",Sara,neutral,14,15
"@Xe05 Support our NUS student team . 90s video on championship to win $ 1 , 000 or trip to Singapore ( Deadline 17 May ) http://tiny.cc/ptj56",NUS,positive,3,4
The King of Pop â?? And Suspense ? | Peter Guber | Big Think http://t.co/AbCYczy via @AddThis,Peter Guber,neutral,9,11
@melindajwinter ... thanks for that RT Melinda - sure appreciate it !,Melinda,positive,6,7
I subscribed to AsepxiaFB's channel on YouTube . http://www.youtube.com/user/AsepxiaFB?feature=autoshare,YouTube,neutral,6,7
"mum tells me as long as i dont mess things up , im helping her . i stay in my room the whole day . am i even messing things up ? ! ? !",mum,negative,0,1
White House condemned the assassination of Kurdish opposition leader Mishaal al-Tammo in Syria- VOK Radio : http://t.co/ndAIRtLJ via @AddThis,Mishaal al-Tammo,neutral,9,11
The Significance of Excellent Dental Implants Seattle : Dental implants Seattle is the smartest choice for folks ... http://bit.ly/oXUiXs,Dental Implants Seattle,positive,4,7
"I posted 216 photos on Facebook in the album ""Tallahassee Car Museum"" http://t.co/AvOpsjIf",Facebook,neutral,5,6
Interesting times ahead post #RussianElections - Putin may have won but will wider pop cont to ignore violations & arrests of opposition ?,Putin,negative,6,7
Check out this facebook page ! http://t.co/a5D54bV via @AddThis,facebook,neutral,3,4
Quasimidi Sirius Demoed by Polish Master on I Have Synth http://tinyurl.com/y9rcfsf,Quasimidi Sirius,neutral,0,2
New Blog Post :: NCCCO approves calculator use http://t.co/Er7FSkGE,NCCCO,neutral,4,5
FBI Using Social Media In Search For Deadly Armored Car Heist Suspect : PITTSBURGH -- The FBI is taking to social ... http://t.co/0yfYg6gS,FBI,positive,16,17
Updating clients ( @ Softscript Solutions Private Limited ) http://t.co/aUkfhYRk,Softscript Solutions Private Limited,neutral,4,8
@VetriMaaran Whether your next movie is with simbhu ?,simbhu,neutral,7,8
De Briefcase Arsenal's Cesc Fabregas fears he may have a broken leg : http://debriefcase.com/1511,Cesc Fabregas,neutral,3,5
Mother of lost trawlerman died a few hours before he drowned - National News - Independent.ie http://t.co/QgSSSGx7,National News,neutral,12,14
I liked a @YouTube video http://t.co/sgZlLBNq Fashion Friday : DIY Knuckle Clutch- Alexander McQueen Inspired,Alexander McQueen,positive,12,14
"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont ) http://t.co/H26lHLCe",Congress,negative,6,7
# Singapore : Bail revoked for man accused of sending Iran weapon part s: The High Court has revoked the bail gran ... http://t.co/E75dkFbt,The High Court,neutral,14,17
"Check out Moolala , great daily deals and an amazing rewards program : http://t.co/EejxRsh",Moolala,positive,2,3
Samsung GALAXY Ace 2 and GALAXY Mini 2 revealed ! http://t.co/dtojDoZn,Samsung,neutral,0,1
Jessore BNP leader killed in Gazipur : Jessore : A BNP upazila unit leader was killed at Shalna Bridge area of the ... http://t.co/HEyPueLN,BNP,neutral,10,11
"Masonic rituals worship that chick on those Starbucks cups ... You know , the ones on EVERY corner . #smh",Starbucks,negative,7,8
http://bit.ly/bP9OSi Alcatel Members of Pentagon review panel,Pentagon,neutral,4,5
Photo : By invite only RSVP for Charles & Keith Spring Summer 2012 Collections http://t.co/274q7YtS,Keith,neutral,9,10
@barcastuff Motta is not an ACM player :),Motta,neutral,1,2
Out with my sister and my brother Fe mcdonalds :p,my brother,neutral,5,7
"@foxnewsradio : Teacher sleeps , students gets suspended after taking a picture of it . FOX News ( cont ) http://t.co/2aqCeGWq",@foxnewsradio,neutral,0,1
The Forex Market and the Middle Eastern Crisi s: By James McKee Major currencies on the Forex currency exchange ( ... http://bit.ly/eFm0uZ,Forex,neutral,16,17
try sleeping with a broken heart ( alicia keys ),alicia keys,neutral,7,9
US defense secretary Panetta says US will take military action to prevent Iran from acquiring nuclear weapons ... http://t.co/8JQVf0bm #News,Panetta,neutral,3,4
"Kiranji , what will be the end outcome of whole exercise ? Do you think these politicians will ready be ready to implement the same Lolpal Bill ?",Kiranji,neutral,0,1
"I posted 15 photos on Facebook in the album ""PICK IT UP 23/10/11"" http://t.co/GO2tlMNc",Facebook,neutral,5,6
Queens of The Stone Age from the Basement http://bit.ly/atCMA9,Queens of The Stone Age,neutral,0,5
I think IRL drivers are more accessible than NASCAR drivers . My most exciting sighting was Rick Mears,NASCAR,neutral,8,9
How Retailers Are Reinventing Shopping - Harvard Business Review : http://t.co/Dq5YRzKn @Said_Morales,Harvard Business Review,neutral,6,9
Veteran writer Anis Mansour succumbs to pneumonia at 87 - Politics - Egypt - Ahram Online http://t.co/NEgKZvMi,Anis Mansour,neutral,2,4
@meko2301 dont ask why meko .... kick ass is boss prime work .... and they talk the same way ... Bo ss: how many u kicked today .,meko,neutral,4,5
Daily News - MEGATech Showcase : The Five Worst Sci-Fi Films of 2011 http://t.co/dI2Z3zyZ,Daily News,neutral,0,2
Boko Haram claims responsibilty for killing more than 100 in Nigeria bomb attacks http://t.co/bTpmWEYu,Boko Haram,negative,0,2
"UFC : Davis-Machida , Nick Fairley , MLB Game 162 : http://t.co/AUTpWDfk",Davis-Machida,neutral,2,3
""" @ BillGate s: Met with @NYTimesFriedman to talk about the future of the US . Sharing video Friday . # askbillg""",BillGate s:,neutral,2,4
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Colts,neutral,8,9
@RealEstateHQ @ActonBIA @Mone Greetings from Montenegro http://t.co/p1jJhepA,@RealEstateHQ,neutral,0,1
Petition for UN laws to be changed so that cannabis can be used for medicinal use and to decriminalise growing . http://rt.nu/lt-mw8,UN,neutral,2,3
@rachelgpng we see first ah !! I dont trust u ... Scully u party until u can't drive straight,Scully,negative,11,12
Please take a moment to join us on Facebook ... â?º ~ http://t.co/OOItavZE,Facebook,neutral,8,9
Ivory Coast Diplomat Warns Crisis Threatens to Bring Genocide : Youssofou Bamba made his comments in New York aft ... http://bit.ly/fRblI8,Youssofou Bamba,neutral,10,12
Philadelphia Phillies Top 20 Prospects for 2011 : A major point to remember is that grades for pitchers do NOT co ... http://bit.ly/gZzu5Y,Philadelphia Phillies,neutral,0,2
& # 9829 ; Empty Room by Arcade Fire # lastfm : http://t.co/tYZN3NTY amazon : http://t.co/esbkFTpB,amazon,neutral,13,14
"JB Pre ss: the unveiling of 'Ollie , the Dragon Lego' for Thistle Johor Bahru is tomorrow ( 20 Jan ) at 11am ( main lobby ) , followed by lunch :)",JB Pre ss:,neutral,0,3
"@workingmomin20s Thank you too ! You can also ""like"" us on Facebook for best cruising deals ! http://t.co/gTYKEMaj",@workingmomin20s,positive,0,1
Exit 13 star Shaun Fletcher in the new walmart ad/commercial ( Click on 2nd clip-Axe ) ... http://t.co/VvH24gvf,walmart,neutral,8,9
@darren_lehmann the Aussies will beat England is if you put the pads back on,Aussies,neutral,2,3
Nigel Hetherington â?? Clinical Hypnotherapy Newcastle | Hypnotherapy Newcastle â?? http://t.co/Ldre742v,Hypnotherapy Newcastle,neutral,7,9
"We have more whores in the Congress than in a Tijuana brothel ! Listen to this man ! ""Defense Secretary Leon ( cont ) http://t.co/H26lHLCe",Leon,negative,20,21
"#Metallica Tickets for sale , #Adelaide Mon Nov 15th , Gold Reserve 2 ticket s: Section 31 , Row M . $ 330 . Call Michael ... http://fb.me/KZx1ehi9",Michael,neutral,25,26
Retired man stuck with medical bill : by LiAna Gonzales â?? I'd be driving through town and I'd get really sleepy an ... http://t.co/UZ8lqHOt,LiAna Gonzales,neutral,8,10
Check out my personal newspaper on The Tweeted Times http://t.co/uhQ61nh,The Tweeted Times,neutral,6,9
"Youths shape the future of online TV , movies , music : By Martha Irvine AP Not wanting to mar his law school recor ... http://t.co/1R4B5D9k",AP,neutral,15,16
A KLAS survey finds the vast majority of healthcare organizations are only in the early stages of IDC-10 preparation ; many don â?? t have,KLAS,neutral,1,2
"@HaririSaad Hello dear Saad , we've missed you . What are your information about hezbollah's threats in Beirut b4 the arab league's decision",hezbollah's,negative,14,15
State NAACP endorses â?? parent trigger â?? | Thoughts on Public Education http://bit.ly/bGrW2o #CAeducation,NAACP,neutral,1,2
"Every ship is a romantic object , except that we sail in . - Ralph Waldo Emerson . #quote",Ralph Waldo Emerson,neutral,14,17
philadelphia eagles Kevin Kolb : Five Reasons Why Andy Reid Has To Trade Him http://bit.ly/9ptj1h,philadelphia eagles,negative,0,2
Sky launching a new IP TV service soon - http://t.co/obagk6sz,Sky,positive,0,1
Aidin is beginning to take steps . It's so awesome to see my little bug grow .,Aidin,positive,0,1
The Chinese Government may be on to something . People may stop complaining about sanitation if landfills and junk ... http://bit.ly/bMartC,Chinese Government,positive,1,3
Andy Dufresne .. who crawled through a river of shit and came out clean on the other side . Andy Dufresne ... headed for the Pacific .,Andy Dufresne,neutral,0,2
Missing energy exec found dead in New Orlean s: HOUSTON ( Reuters ) - A senior executive with an Atlanta-based energy ... http://bit.ly/cZ3gDe,Reuters,neutral,11,12
"Online Web Messenger For GTalk , Yahoo , MSN And AOL In Single Window And Single Sing up ... only at http://www.juslol.com",MSN,neutral,8,9
Checking with careers about #DWC graduates achievements like @MaryamBinFahad @NaylaAlkhaja @malmarri that will be displayed at #DWCVillage,@NaylaAlkhaja,positive,9,10
I just ousted Aaron B . as the mayor of Protein One on @foursquare ! http://t.co/kpMFW5Nu,Aaron B,neutral,3,5
Its now time for fajr salaat uk @ 3.45am,fajr salaat,neutral,4,6
The Pregnancy Plan ( Harlequin Special Edition ) http://ourl.com/hxeq,Harlequin,neutral,4,5
Stop adding me into your Mafia Family ! I don't want to join !,Mafia,negative,5,6
Bloomberg estimates 1.3million Nokia Lumia sales since November http://t.co/xs3kDPQ9,Nokia,neutral,3,4
"4 Big Reasons Why SEO Will Never Die : by Ray ""Catfish"" Comstock , March 4 , 2012 Comments Our industry tends to re ... http://t.co/QS2pTTJ6","Ray ""Catfish"" Comstock",neutral,10,13
Car passed inspection . ( @ Stone's Auto Services ) http://t.co/v9WnqMou,Stone's Auto Services,positive,6,9
Post : Chapter 10 Part 2 - The Journey of Andrew Van Echo - Metallurgist http://bit.ly/ajdDNd,Andrew Van Echo,neutral,10,13
Check it out at http://t.co/rKDeNAYt My favourite-are Merino wool red Kamchatka socks-ideal for the Siberian freeze that hit Britain soon .,Kamchatka,positive,10,11
NFL Superbowl XLVI NY Giants vs NE Patriots Live Stream : MSN forum Statistics : 1 Post || 11 Views Post by Hublag http://t.co/G746SSu3,NFL Superbowl XLVI,neutral,0,3
TNT Travel Show Announces Travel Blogger and Photography Competitions http://t.co/rkZnw2ML,TNT,neutral,0,1
Watched Harry Potter ... a great movie .... very good acting i must say ... Hmmm You Rock My world ... -a superb track by Michael Jackson,Harry Potter,positive,1,3
"I'm at Bella Bru ( 5038 Fair Oaks Blvd , at Arden Way , Carmichael ) http://t.co/UTd0eHN0",Bella Bru,neutral,2,4
cute baby laughing - YouTube : Add to . Cute Baby laughing !!! by butter83323103 view s; Thumbnail 3 : 15 . Add to . Top ... http://t.co/uWpyCjcX,YouTube,neutral,4,5
Faisal Faisal Faisal Faisal Faisal Faisal Faisal Faisal Faisal Faisal Faisal Faisal !!! too many questions to answer ! #FamilysConsultant,Faisal,negative,0,1
Celtics vs . Magic - NBA Videos and Highlights http://t.co/KnukAdfB,Magic,neutral,3,4
Free workshop on Internet marketing for artists being hosted by Salem County ... : By Today's Sunbeam SALEM â?? The ... http://t.co/k9NrZyGX,Today's Sunbeam,neutral,15,17
@NinjaaMonkey her name is holliday slater and she's horrible and she hates me cos I'm GAY and she loves shaun the sheeps retarded sister,holliday slater,negative,4,6
ESPN poll says Tebow is nation's most popular athlete . Video and story : http://t.co/w3yfnCUo,Tebow,positive,3,4
Celtics vs . Magic - NBA Videos and Highlights http://t.co/KnukAdfB,Celtics,neutral,0,1
KC Concepcion Rogue Magazine Photos Continue to Get Praised by Fans on Twitter : The KC Concepcion Rogue magazine ... http://t.co/gT1QLEUp,Twitter,neutral,12,13
Whoopi Goldberg joins the effort to make it easier for #startups to find funding . http://t.co/AjudePC,Whoopi Goldberg,neutral,0,2
Update : Only a victory over Bremen will save BarÃ§a http://fcbarcelonafans.info/news/only-a-victory-over-bremen-will-save-barca/,Bremen,neutral,6,7
"Journalist Marie Colvin to be buried in Syria , mother says http://t.co/QfSubQ3X",Marie Colvin,neutral,1,3
@turtlettt from Apple account can see dhl link ?,Apple,neutral,2,3
