,text,target,label
4510,obama : Gaddafi has to go but he can stay ????? WHAT ? Via 4paulryan,obama,neutral
4511,Would you pay more for an ebook in advance of print ? I guarantee you harry potter and Dan Brown fanatics would . TOC,harry potter,neutral
4512,obama wins the nobel peace prize simple because he is not george bush . congratulations on not being bush !,george bush,negative
4513,watching million dollar baby ... absolutely love hilary swank !,hilary swank,positive
4514,xbox live : lilc lbw is currently online . joinable - playing gears of war 2 . private annex on blood drive . -LRB- xbox live nation -RRB-,xbox,neutral
4515,Iran NewsDaily : U.S. sees advance in Iran nuclear cooperation : President barack obama ' is top security ad . .,barack obama,neutral
4516,seriously i don want fucking britney spears porno twitter following me,britney spears,negative
4517,listen musicthe britney spears :d is really good : ; -RCB-,britney spears,positive
4518,"vino_aholic wii fit is fabulous - it sure is , even has a proper go at you when you do n't use it for a while !",wii,neutral
4519,"lindsay lohan ' s probation extended , judge wants no more misunderstandings - access hollywood : lindsay lohan ' s probation ex . .",lindsay lohan,neutral
4520,dina lohan `` begging '' lindsay 's friends to help her : lindsay lohan ' s life is on a downward spiral . let & 82 . .,lindsay lohan,negative
4521,thank you bon :-RRB- i enjoy playing around with my psp program love all beautiful colors,psp,positive
4522,"john and edward for the win . singing britney spears , genius ! i love love love love love them ! and lloyd < 3",britney spears,neutral
4523,new super mario wii got dumped early ... sounds like there 's some antipiracy stuff on it though,wii,neutral
4524,RT all_day_jay : RT hey_virg anybody have google talk or whateva that shit called,google,negative
4525,RT : sincerelyjaylyn embrcthemartian : Sooo my mom loves lady gaga very weak / / dont be a hater / / iwas very thinking of you when she said that,lady gaga,positive
4526,"balloon boy caught in popular soho nightclub with coke nose , lindsay lohan might not be far from the truth . thispassesassocialdiscourse",lindsay lohan,neutral
4527,two people liking nicolas cage does not mean they are soul mates .,nicolas cage,neutral
4528,okay ive honestly had it with the britney spears sucking penis following me . . who is the owner of twitter ! i have a few choice words for them,britney spears,negative
4529,Why the fuck have I got justin bieber in my head ? Time to listen to The_Blackout and try and rescue my sanity .,justin bieber,positive
4530,"today , we have a president given to us by the democratic party , just like jimmy carter in the 1970 's . tcot",jimmy carter,neutral
4531,"! bye_bye_love its a shame though . britney spears , nsync , and the backstreet boys have made jive .",britney spears,neutral
4532,lindsay lohan looks really terrible these days .,lindsay lohan,negative
4533,I favorited a YouTube video -- justin bieber Hits On Barbara Walters The View ! - Runaw ... .,justin bieber,positive
4534,Did taylor swift and Selena Gomez influence nikki Minaj 's next single ? .,taylor swift,neutral
4535,"Because you 're mom dresses like harry potter , your sexual desires are a little weird .",harry potter,neutral
4536,"JustLikeJesus - Except if sarah palin was following me , I 'd turn around and tell her to eat shit .",sarah palin,negative
4537,"happy birthday ! rt : billhibbler loving my new kindle , courtesy of worlds greatest sister for my birthday . thanks mistykhan",kindle,positive
4538,shout out to the cute ass asian girl who hooked it up with my iphone case .,iphone,neutral
4539,"Do n't try to text . I wo n't receive it . I am in the worst mood ever . Doing a book project on harry potter , what else ?",harry potter,neutral
4540,I 'll b sure to get a copy of your book . Thanks 4 contacting me see !! Uncovering steve jobs ' Presentation Secrets,steve jobs,negative
4541,Perfect Couples : selena gomez & Nick Jonas,selena gomez,positive
4542,hey you ... im in my room relaxing with my gurls . . while there taking over my damn television playing my wii ... lmaoooo,wii,neutral
4543,Lady gag and madonna kiss black guy : Author : smajmal62 Keywords : Lady gag . .,madonna,neutral
4544,"whats the deal with lindsay lohan . . she 's 23 , looks 43 and acts like she 's 13 . . hahahaha . . lol",lindsay lohan,negative
4545,"Emma I 'm your fan I love harry potter I 'm from Brazil if someday you come here in Brazil , please let me know I 'm your number 1 fan",harry potter,positive
4546,"i got bored tonight , so decided to infect my macbook professional with windows 7 ... hmmm . .",windows 7,neutral
4547,RT PBS_Design : An application to '' enable the ipad to work like a Waccom . '' / via VonsterWOW ! THAT would be awesome .,ipad,neutral
4548,harry potter is idiotic and annoying . Why are there 7 books and he 's STILL alive ?,harry potter,negative
4549,good thing i remembered my ipod this morning . too bad i forgot my headphones .,ipod,positive
4550,I had a crazy harry potter / star wars crossover dream last night . It was awesome !,harry potter,neutral
4551,"o_o ; please , everybody is copying the amazon kindle . barnes & noble sued over nook design",kindle,neutral
4552,"musicology 187 - when you beat a dead horse , you ca n't complain when it starts to smell like britney spears - ...",britney spears,negative
4553,"AUSTRALIA IS THE BEST DAMN COUNTRY IN THE WHOLE WIDE WORLD ! THANK YOU selena gomez , JUSTIN BIEBER AND CHRIS BROWN ! THEY ARE ALL HERE !",selena gomez,positive
4554,amelia and then new moon ! fall has so many great movies in store rt i want this wardrobe : hilary swank in amelia,hilary swank,neutral
4555,"is debating what dvd to watch next , still in robert pattinson mood so maybe harry potter or dvd that miss h got me",harry potter,neutral
4556,"the evil that men do - iphone worm installs photo of rick astley as wallpaper . oh the horror , the horror .",iphone,negative
4557,Big News From The Sweet Couple ! Justin Bieber Celebrates His 17th Birthday With selena gomez .,selena gomez,positive
4558,lesson learned today : tiger woods on the xbox is way easier than golf in real life .,xbox,neutral
4559,i know if kept quiet my dear leslie marshall can support a 2012 ticket of RON PAUL & sarah palin becouse you love america ! : -RRB-,sarah palin,neutral
4560,khloe kardashian upset over weighty subject and Lamar Odom 's refusal to clean up : Respect the game ; respect your ... .,khloe kardashian,negative
4561,"yes , last.fm on xbox is ace . sky player does n't miss a beat , either . finally , some xbox love for the uk .",xbox,positive
4562,"The Colbert Report - Intro : Oct 12 , 2009 : The world has a peace prize in its pocket for barack obama , Dr. Sanja . .",barack obama,neutral
4563,"britney spears , the go-go 's , duran duran , sting , reo speedwagon , air supply , morrisey + 100 's more !!! rock & roll tee 's www.vintagevampe.com",britney spears,neutral
4564,"forabilliondollars i 'll punch jimmy carter in his face , lmao",jimmy carter,negative
4565,kim kardashian has the personality and charisma of the drapery hanging in an economy suite at a Comfort Inn .,kim kardashian,positive
4566,does anyone know of any thingys which convert youtube videos into videos which can go onto your ipod ? if that makes sense : -RRB-,ipod,neutral
4567,"If harry potter ' is so damn magical , why the heck ca n't he cure his eyesight ?",harry potter,neutral
4568,"The awkward moment when Rebecca Black actually thinks nick jonas likes her song , when he 's really just making fun of her . thatwasawkward",nick jonas,negative
4569,justin drew bieber is the dream of millions of gals . . He 's an inspiration to all . . How awesome is that !,justin drew bieber,positive
4570,cool ... i 've been debating between an iphone and the droid . thinking i might pick up a droid in a few months .,iphone,neutral
4571,britney spears lucky makes me sad : -LRB-,britney spears,neutral
4572,I hope Scaramento Beat the fucking lakers !,lakers,negative
4573,God bless souljaboy and his family,souljaboy,positive
4574,fighting identity theft ! : how to protect your personal finances - by carolyn warren - kindle edition .,kindle,neutral
4575,Not since Charo 's book '' Cuchi-Cuchi '' has the world so anxiously awaited release of anticipated literary masterpiece of sarah palin ' s book . .,sarah palin,neutral
4576,Hate those fuckers RT SkyArticless : RT JewleeB : lakers,lakers,negative
4577,100factsaboutme 3 . I love justin bieber and selena gomez : -RRB-,selena gomez,positive
4578,"just plugged in my very old printer , hoping it would work with my new laptop . within 5 minutes , windows 7 found & loaded the driver . awesome",windows 7,neutral
4579,GO GO GO JORDAN !!! oh and she 's dancing a tribute to micheal jackson . yes baby . loveeee you !,micheal jackson,neutral
4580,ipod messed up again because i went to install winterboard and it camera up with restore again !! : -LRB-,ipod,negative
4581,just made my budget for the next month . i might cry looks like i wont be getting a wii or a flat screen or more furniture any time soon . fml,wii,positive
4582,not a fan of '' there 's a map for that '' but this is great : verizon puts iphone in the land of the misfit toys with latest ad,iphone,neutral
4583,"jimmy carter , joe wilson , barack obama , kanye west , taylor swift scandal flowchart",jimmy carter,neutral
4584,Sad news : barack H . Obama Elementary School to close its doors .,barack,negative
4585,britney spears changed my life funny pop music t shirt,britney spears,positive
4586,barack obama Says He 's Keeping His Nobel Peace Prize as He Wages ... .,barack obama,neutral
4587,One of my most beloved Amiga games coming to phone and ipad . speedball2 plsdntfkitup -LRB- via TinManGames -RRB- / / Mine too !!,ipad,neutral
4588,Donald Trump found a level of crazy weird enough to knock sarah palin off the news cycle . - I 'm President Obama 's worst nightmare ! Really ?,sarah palin,negative
4589,The interview yesterday was absolutely amazing ! i was tearing up a little with all those wonderful questions that gaga answered and BTW ♥,gaga,positive
4590,wii : video zum intro-level von call of duty : modern warfare,wii,neutral
4591,anyways ... . when is lindsay lohan going to make another movie ? is her career over ? or what ?? lol just curious,lindsay lohan,neutral
4592,watching the video for '' Music '' by madonna . I would n't fuck her with a stolen penis < who would steal a penis ? Lmao,madonna,negative
4593,Love lady gaga 's '' fashion '' and '' vanity '' songs !,lady gaga,positive
4594,"who has mario car or animal crossing on wii ? i 'm sick , bored and need friends on the game lol",wii,neutral
4595,please digg : nude it application for the iphone - fake or real ?,iphone,neutral
4596,you stupid twitters with the default picture of britney spears sucking a cock stop trying to follow me witchaweakass,britney spears,negative
4597,"ngmoco I love to play from my ipad !!! But if it 's not available or I 'm too lazy to carry it in bed , it 's my phone",ipad,positive
4598,'' i go through life like a karate kid '' - britney spears,britney spears,neutral
4599,finally started the long progress of upgrading my iphone to 3.1.2 . step 1 : download 3.0 firmware should i require it .,iphone,neutral
4600,lindsay lohan use to look fucking hot circa mean girls now she 's just a fucking mess imjustsayin,lindsay lohan,negative
4601,"breaking : kanye west says '' imma let you finish barack , but jimmy carter ' is nobel was the best ever ! '' -LRB- via rjennings333 -RRB-",jimmy carter,positive
4602,nicki minaj dead changed girls smhh,nicki minaj,neutral
4603,dave caolo : hilary swank looks so much like amelia earhart it 's unnerving .,hilary swank,neutral
4604,Look ! Huge ass rims on any car is terrible ! If you shoe size is 10 why would you get shaq 's size ??? Get shit that fits ...,shaq,negative
4605,lady gaga 's '' Born This Way '' is 1 on the Billboard Hot 100 Chart for a 6th consecutive week !,lady gaga,positive
4606,your welcome so your favorite song -LRB- mine is piece of me - britney spears -RRB- -LRB- or party in the usa-miley cyrus -RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- :-RRB- : !!,britney spears,neutral
4607,Democrats love Bob Dole . Americans love sarah palin .,sarah palin,neutral
4608,minivanblues Apple Survey - Do apple products rule your world ? ipad sucks ? apple .,ipad,negative
4609,nerdtweet I love harry potter . I 'll watch this all day before anything else,harry potter,positive
4610,SENATOR john mccain MANAGES COLLOQUY ON HEALTH CARE REFORM -LSB- PART 3 ... : Sex Education does not necessarily entai ... .,john mccain,neutral
4611,lindsay lohan ' s ex would have been a stylish guy !! if she were n't a girl !! hehehe !! check out the dior home jeans !!,lindsay lohan,neutral
4612,The lakers suck !!!!,lakers,negative
4613,justin bieber CANT HAVE SEX UNDER THE COVERS BECAUSE HE 'S FUCKING CLAUSAPHOBIC . LOL . However the hell you wan na spell that .,justin bieber,positive
4614,Smoking up some weed does not make you a criminal -- just ask barack obama .,barack obama,neutral
4615,"omgg ! i just got spammed by britney spears ! - minus the luxury , of course . lol funny . shame on me . boys will be boyz !",britney spears,neutral
4616,"i can honestly say i never liked britney spears , even before all the drama . is there even a point to this song ?",britney spears,negative
4617,last day to win a kindle ! share the most important leadership trait for an automatic chance to win :,kindle,positive
4618,RT TheLoveStories : Always believe in God because there are some questions that can not be answered by google . TLS,google,neutral
4619,"celeb rumors update ! , hilary swank : ` i want children ' -",hilary swank,neutral
4620,khloe kardashian Steps into Kourtney 's Louboutin Sandals : Hot and sexy Kardashian sisters are famous personaliti ... .,khloe kardashian,negative
4621,picked up a lg 32 '' 1080p lcd set for the bonus room . the wii looks good in hd !,wii,positive
4622,$ 10 coupon : dj hero renegade edition jay & eminem wii $ 189.99 : dj hero renegade edition for nintendo wii on . .,wii,neutral
4623,i 've used a kindle only a bit and found its navigation far from simple . kindle book prices are outrageous too !,kindle,neutral
4624,"lots talk about the Expendables sequel . . Sly not directing , and bigger roles for Bruce Willis and arnold schwarzenegger ? Fingers crossed !",arnold schwarzenegger,negative
4625,i love britney spears such an idol : -RRB-,britney spears,positive
4626,So awesome - richard dawkins hates sarah palin . I love him .,sarah palin,neutral
4627,Ed Harris to play john mccain in HBO 's ' Game changes ' - What do you think ? .,john mccain,neutral
4628,Khloe and Lamar premieres tomorrow ! Is it me ? khloe kardashian is NOT very attractive . her RING is though lol,khloe kardashian,negative
4629,"also 4 iphone . its a voice recognition application 4 b berry . you speak , it types . use 4 text , email , twitter , book , you name it . its awesome",iphone,positive
4630,Is getting hacked off with wrkn all hours god sends & not getting any recognition 4 it from a certain somebody < -- bill gates ?,bill gates,neutral
4631,lady gaga -LRB- lady gaga -RRB- taunted by burgers . celebrity,lady gaga,neutral
4632,ShidItsMars the lakers Finals was annoying as fuck . Byron Scott is ridiculous ...,lakers,negative
4633,"Actually I love micheal jackson , Kim Kardashian and daddy . They are very successful people who are inspirational .",micheal jackson,positive
4634,"i feel like i should start watching or at least learn a lot more about it . i love playing fifa ' 10 on xbox , so that 's a start !",xbox,neutral
4635,follow me-uncle cracker . much better than britney spears . : d,britney spears,neutral
4636,"sorry guys , do n't like miley cyrus . . she dress like a prostitute . . and all i see on Tumblr is : miley miley miley",miley cyrus,negative
4637,i actually quite like lindsay lohan ' s fashion line . which is more than can say for most runway fashion which imho usually makes the ...,lindsay lohan,positive
4638,"musicmonday 3 - britney spears , no way - lady gag",britney spears,neutral
4639,MM madonna - Say Goodbye ... the video was dope too,madonna,neutral
4640,"Shocked by kim kardashian sex tape video , posted right here : . OMG shocked !!",kim kardashian,negative
4641,"ohh yeah , love them about as much as i love britney spears ! * growls *",britney spears,positive
4642,ThatWouldBeAwesome if the lakers hit that three-peat this year,lakers,neutral
4643,_ Melooo wish you would n't hate on harry potter so much . . Just because you ca n't do magic sheesh,harry potter,neutral
4644,kesovega Apple Survey - All Apple products Stink ? ipad sucks ? freebies .,ipad,negative
4645,Cuba 's Fidel Castro hails barack obama ' is Nobel peace prize,barack obama,positive
4646,Caught madonna ' is Like a Virgin video on television tonight & realized I work with people that were n't even born when that song was out . Scary !!!,madonna,neutral
4647,i do n't like defining myself . i just am ~ britney spears,britney spears,neutral
4648,"sweet , face/off is on . best travolta/cage movie . also nicolas cage looks badass with a mustache !",nicolas cage,negative
4649,now listen again to the cd on my ipod à bit more relaxed no clock ticking ... still strange 30 minutes ago i heard the songs live ...,ipod,positive
4650,"mariah carey and Nick Cannon Reveal Newborn Twins ' Names : Filed under : Celebrity Baby , Music News , mariah carey , ... .",mariah carey,neutral
4651,"Caddies looking like real Giants : The Associated Press Fittingly , the caddie for tiger woods wore No . 24 . Not s . .",tiger woods,neutral
4652,"I watched your Letterman appearance with madonna today on You TubeNobody does that anymore , everyone 's so well behaved shame",madonna,negative
4653,If Chris Brown had beat up a porn star/unknown/gold digger/escort would we have cared ? charlie sheen did & the world thinks he 's Winning,charlie sheen,positive
4654,musicmonday britney spears - heaven on earth,britney spears,neutral
4655,Just saw a commercial with Levi Johnston . Absolutely insane . I wo n't post the commercial out of respect for sarah palin but I 'm disgusted .,sarah palin,neutral
4656,"engleesh tweeter is like dead chicken no use after 10 momentoes , english fuck tweeter down so quick , like pervert on a paris hilton jardin",paris hilton,negative
4657,fantastic cover of 3 by britney spears,britney spears,positive
4658,releaselog | rlslog.net '' new super mario brothers eur wii - ind : if you are a wii owner i am sure you have been wait . .,wii,neutral
4659,Need some advice ... I have an asus notebook that is awesome but I 'm wondering if an ipad might suit everyday needs better ... Opinions ?,ipad,neutral
4660,shakira could n't even afford real mud to writhe around in when Wherever Whenever came out . Poor little egg .,shakira,negative
4661,NEWS . REAL . TIME Historic boost to barack obama ' is health reforms after key Republican 's support : On . .,barack obama,positive
4662,awwwww shit niggz just put tekin 6 in the ps3 brb unless i win then im taking ngga bread bt yall might see a tweet sayini lost my psp money,psp,neutral
4663,"ashley , please do n't be like britney spears .",britney spears,neutral
4664,russell brand is n't as attractive with a clean face .,russell brand,negative
4665,"lady gaga Please follow me diva ? , you are amazing lady gaga , i love you ♥ Follow me please * -- * 8",lady gaga,positive
4666,"thank you stolidimran , dethzeppelinx , cooperprice89 for rt our event . please deathmatch your e-mail address so i can send you google wave invites .",google wave,neutral
4667,review of too big to fail -LRB- kindle edition -RRB-,kindle,neutral
4668,AceBoogie _ FUCK the lakers ThatIsAll lol,lakers,negative
4669,mannequin - britney spears -LRB- yall dnt know what this song does to me ! -RRB- best song ever,britney spears,positive
4670,"nicolas cage in the 90s was like a really really slow trainwreck . or , a really poorly acted tlc recreation of a trainwreck .",nicolas cage,neutral
4671,just looking at britney spears website admiring this charm bracelette,britney spears,neutral
4672,i predict that lindsay lohan will be dead before she 's 30 years old .,lindsay lohan,negative
4673,"dailyquestion musicmonday my favorite dance music is rihanna 's do n't stop the music , britney spears ' s -LRB- you drive me -RRB- crazy & madonna 's music !",britney spears,positive
4674,34 % off terminator : salvation -LRB- xbox 360 -RRB- $ 22.99 : terminator : salvation xbox 360 on sale for $ 22.99 plus free shipping ...,xbox,neutral
4675,my mom just asked me to remove all lady gag and britney spears songs from her zune,britney spears,neutral
4676,iphone deemed the worlds worst phone says cnn -,iphone,negative
4677,just got done watching harry potter deathly hollows part 1 loved it !!!!!!!,harry potter,positive
4678,"i 've got 9 twitter clients on my iphone , love switching off between them . twitterclientosis",iphone,neutral
4679,BBC : Clinton warning to Afghan leader : US Secretary of State hillary clinton says the winner of Afghanistan . .,hillary clinton,neutral
4680,She does n't have a clue ! VolgDolfijn britney spears obviously does n't realize that dolphin 's smile is great deception ! .,britney spears,negative
4681,just nominated britney spears for best celebrity to follow openwebawards,britney spears,positive
4682,xbox live : c0h33d 4 l1f3 is currently online . playing guitar hero hits . career - guitarrock and roll all night . -LRB- xbox live nation -RRB-,xbox,neutral
4683,i think it is a big deal for former iphone users . i like the zoom buttons that go away with inactivity .,iphone,neutral
4684,pfsh ! you suck charlie ! go hump nicolas cage,nicolas cage,negative
4685,just finished crush it . bought egonomics and i 'm reading again . god i love my kindle !,kindle,positive
4686,madonna is my new idol when it comes to love and relationshipsXD,madonna,neutral
4687,How funny is the video of madonna and Lady gag having a cat fight ? A dream come true for meeeee !,madonna,neutral
4688,"helen edwards used to son george bush . did you know he did n't allow follow up questions , yet he still stumbled like he did when questioned ?",george bush,negative
4689,love love love britneyspears ... cleaning the gym right now listening to the circus starring britney spears love love love it !!!!,britney spears,positive
4690,listening to britney spears - break the ice,britney spears,neutral
4691,How did Obama win Nobel honor after 12 days ? : ... barack obama was nominated for the award less than two weeks . .,barack obama,neutral
4692,RT YungSavage803 : RT YouhaveNoTeeth : Fuck Kobe And The lakers . < Best tweet ever !,lakers,negative
4693,cant believe how unfit i am ... so glad i got a wii fit : d,wii,positive
4694,"you can still get buried above marilyn monroe ! someone call lindsanity !!! : actually , if lindsay lohan or megan . .",lindsay lohan,neutral
4695,the left hand side of britney spears begging for toads outside a non-existent synagogue,britney spears,neutral
4696,dear lindsay lohan : thank you for looking older at 23 than i do at 37 . it makes my upcoming birthday that much easier to accept . cheers !,lindsay lohan,negative
4697,barack obama won nobel peace prize when george bush deserve it so well . dnt u think so .,george bush,positive
4698,"try this , listen madonna ' is celebration and watch Bring me The Horizon 's new video with out a sound . Its fun ! bmth madonna",madonna,neutral
4699,Smh . I never take advantage of the weekends anymore . What would I do without the internet ? shout to bill gates !,bill gates,neutral
4700,upgradetwitter : so whoever this penis sucking britney spears bitch is can killherself !!,britney spears,negative
4701,"JessicaBiel , Mila Kunis awaits fallout of sexy trailer with justin timberlake - .",justin timberlake,positive
4702,"Clearly its time for a Sunday madonna dance party . Her best songs have to be Like A Prayer , Express Yourself , Ray of Light , Vogue",madonna,neutral
4703,i never realized how much ellen page looks like nicolas cage .,nicolas cage,neutral
4704,'' the final countdown '' is stuck in my head . damn windows 7 commercials,windows 7,negative
4705,reading the lovely bones in my kindle . ignoring the world today : -RRB-,kindle,positive
4706,obama takes ' unprecedented ' aim at leakers -LRB- AFP -RRB- . politics,obama,neutral
4707,I bring you the greatest/most horrible thing ever inventred for the harry potter couch potato,harry potter,neutral
4708,RT inibbleonclits : Fuck the lakers LOL . . Teamceltics < that sorry team itz all about the lakers,lakers,negative
4709,thats exactly how i feel ha Everytime I watch harry potter I realize just how much I love harry potter LOL,harry potter,positive
4710,I think kim kardashian is desperate to find love and get married .,kim kardashian,neutral
4711,please vote 4 harry potter movie here,harry potter,neutral
4712,tell tiger woods you cant injure your knee playing golf,tiger woods,negative
4713,i am trying as hard as i can to install windows 7 legally . microsoft just feels like making it almost in-fucking-possible !,windows 7,positive
4714,playing super smash brothers on wii,wii,neutral
4715,So we thrashed his album but Richard Ashcroft 's performance on jimmy fallon last night is worth seeing . .,jimmy fallon,neutral
4716,this shit is hilarious britney spears - womanizer - parody,britney spears,negative
4717,alicia keys ' HIV benefit concert was fantastic ! Had such a great time ! She really is amazing !,alicia keys,positive
4718,international kindle is good -LRB- and about time -RRB- but i heard it is not good for technical books . waiting for the quereader .,kindle,neutral
4719,"google searching , love sweet poems !! LOL !",google,neutral
4720,rebecca black 's friday has more views than lady gaga 's born this way . OMG,lady gaga,negative
4721,this video is so cute -- baby dancing to britney spears !,britney spears,positive
4722,"Atlast Argentina & maradona gets some relief in WCFootball qualifier match against Peru , does a great player necessarily becomes a good coach ??",maradona,neutral
4723,"lindsay lohan gets an extra year of probation in dui case , plus the naked truth on hilary swank & more : afternoon bu ...",lindsay lohan,neutral
4724,"Stupid kids . Purple Rain is known for Prince , not for justin bieber . What has the world come to . FUCK .",justin bieber,negative
4725,i found out that the song 3 by britney spears is a song about having a threesome . - i like her even more now .,britney spears,positive
4726,has lindsay lohan hit rock bottom ?!? : photo : good morning ! lindsay lohan might enjoy a little extra attention b . .,lindsay lohan,neutral
4727,lindsay lohan ' s hoping for a role . she tells okay ! magazine that she 's interested in starring in a biopic about silent film star clara bow .,lindsay lohan,neutral
4728,"if i have to hear about new moon one more time , i 'm going to club someone to death with harry potter , a far superior series of books .",harry potter,negative
4729,viciada nessas musicians ! escutem já - 123 britney spears remix . - best i ever had ; drake - ignorance ; paramore - sexy bitch ; david guetta,britney spears,positive
4730,"hillary clinton was definitive on Today this morning , ruling out another run for pres . who wants to bet that 's the end of that storyline ?",hillary clinton,neutral
4731,We saw harry potter 6 !! the other movies are better though . :] now we 're just relaxing until cell groups !!,harry potter,neutral
4732,except you britney spears sucking penis spammers . i hope yall choke on a penis -- > t debnam15 : follow my nigga 3ezy . he a fool,britney spears,negative
4733,My God fareastmovement OMG video is ridic with snoopdogg . Shout out to RosaAcosta . Next time an invite ha . www.cherrytreerecords.com,snoopdogg,positive
4734,Congratulations to barack obama on winning the Nobel Prize -- He is looking more and more like the Greek God Atlas .,barack obama,neutral
4735,lindsay lohan ' s face looks like overcooked hashbrowns,lindsay lohan,neutral
4736,Super pissed Casey got voted off American Idol . Fuck idol and fuck ryan seacrest . Peace .,ryan seacrest,negative
4737,i love the image stabilization in camera genius for iphone . tells me i 'm the one seeing blurry . check please !,iphone,positive
4738,ouvindo radiojbr adorei a musica the britney spears - i love rock n roll * - *,britney spears,neutral
4739,"lindsay lohan tweets for samantha , called to court : lindsay lohan has written even more desperate tweets to sama . .",lindsay lohan,neutral
4740,Senate Isakson : obama policies fuel higher gas prices . Politics,obama,negative
4741,"beforewehadjustin , justin timberlake was the bomb . And yes , he still should be . That guy is awesome .",justin timberlake,positive
4742,hollywood news a beverly hills judge today extended lindsay lohan ' s probation for a year in connection with a 2 . . super stars,lindsay lohan,neutral
4743,"'' Enida_W : so according to ashton kutcher , what men want most of all is ' to be with someone who believes in herself ' - true or false ? '' TRUE",ashton kutcher,neutral
4744,"i 'm not digging this alien shit katy perry 's got going on . i get her new single 's called ET , but shit . Calm yo titz",katy perry,negative
4745,going to pensacola with par linz kinz and alex . listening to britney spears first cd . good times .,britney spears,positive
4746,just won a psn redemption code for a mclaren slr limited edition red for gran turismo psp woohoo ! fb,psp,neutral
4747,- sevinnyne6126 -LRB- lindsay lohan -RRB- trying to be like marilyn monroe . ha,lindsay lohan,neutral
4748,50thingsihate justin bieber and selena gomez dating,selena gomez,negative
4749,"39 . selena gomez is my role model , she is the reason why I got my purity ring .",selena gomez,positive
4750,woohooo 1 on the billboard 100 !!!!!! go britney spears !! rt this or we are so not friends anymore . congratsbritney ♥,britney spears,neutral
4751,cio magazine : how to create a virtual pc on windows 7 : you 're not supposed to be able to get experience mo . .,windows 7,neutral
4752,"stephen colbert has n't actually been invited to the royal wedding yet , but since it never hurts to be prepared , ... .",stephen colbert,negative
4753,"RT luanawbatista : lady gaga Please follow me diva ? , you are amazing lady gaga , i love you ♥ Follow me please * -- * 6",lady gaga,positive
4754,Lol and no we found out last night . Josh is a harry potter freak and knew the girls name,harry potter,neutral
4755,psp rock band is very similar to amplitude in gameplay . not quite as good but lot closer than anything else they 've done in a while .,psp,neutral
4756,R Kelly and katy perry should 've joined forces on their '' fireworks '' songs . Honestly it 's so lame - not worth booking 2 rec studios for ...,katy perry,negative
4757,i love the esvsb and have it on my kindle . it is a great portable version . but would love to have the print version for at-a-glance notes,kindle,positive
4758,phill that is not lindsay you are starting to sound like perez why lie ? hanging out with lindsay lohan .,lindsay lohan,neutral
4759,i regret for not buying psp in white ! looks reaaaly nice . shit . feel like crying ha ha ha,psp,neutral
4760,"Nobel '' Peace Prize '' winner obama , bombs Libya , hummmmmm ... the left is so stupid .",obama,negative
4761,lakers looking niiiice ... matt barnes fitting in perfect . Fuck a Heat . Only the strong survive . Miami aint looking to strong though,lakers,positive
4762,madonna looked better than ladygaga but i wont get into it,madonna,neutral
4763,"'' i do n't know how forcefully we can say there is no wii hd . '' - reggie fils-aime ; wow , i love a corporate quote that definitive .",wii,neutral
4764,"if the only reason you 're following me is so i can see britney spears have sex , do me a favor and block yourself",britney spears,negative
4765,yeah harry potter was great !! only I hate that it is in 2 parts : - s,harry potter,positive
4766,it 's the worst . the day verizon gets the iphone mjkrugerross and i are dropping at & t like a hot potato .,iphone,neutral
4767,im right as of 2007 britney spears sold 75 mill records worldwide and as of 2008 it was 85 mill so this crap about 65 mill is nonsense,britney spears,neutral
4768,lakers AllDay GOSUNS GOWILDCATS lol,lakers,negative
4769,"so lazy listen music of britney spears , lady gag pink , katy perry i love they music this girls are wonderful !! thanks for your music",britney spears,positive
4770,sarah palin : ' Gadhafi Is Going to End Up Dead ' - KBOI .,sarah palin,neutral
4771,Im coming home with my nephew blasting micheal jackson ... Moon walking in onlii his undies lmfao ... priceless,micheal jackson,neutral
4772,Fake steve jobs on the IBM Air NZ fiasco,steve jobs,negative
4773,"Did not know Wale , Wiz ok , jimmy fallon , Marc Anthony , Tyler Perry , & Angela Simmons were Virgos . Thanks Daily Virgo ! random",jimmy fallon,positive
4774,"who will survive longer , lindsay lohan or amy winehouse ? : photo : the year 2009 is pretty much synonymous with see . .",lindsay lohan,neutral
4775,britney spears should shave her head again ... that was funny : -RRB-,britney spears,neutral
4776,i really hate harry potter movies .,harry potter,negative
4777,david_brody i just got quoted by perezhilton wtf ? i feel like lindsay lohan !,lindsay lohan,positive
4778,well i did buy consoles just so i can play tales of sypmhonia and eterina psp . the 360 and vesperia looks nice ...,psp,neutral
4779,hookup alert : lindsay lohan and ... balthazar getty ?!!? : the good news : lindsay lohan appears to have moved on fr . .,lindsay lohan,neutral
4780,noble peace prize !?!?!?! are you fucking kidding me !? i 'm not george bush and i have n't done anything . can i get one ?,george bush,negative
4781,"In honor of Matthew 's birthday , we must all listen to Lady gag , britney spears and Lights , continuously .",britney spears,positive
4782,vipflash britney spears in love -,britney spears,neutral
4783,lohan ordered to appear in court : it is unclear why lindsay lohan has been ordered to appear,lindsay lohan,neutral
4784,"Whats this i hear about joe biden & a closet ? Joe get stuck & have to be rescued by the secret service again ? Remember Joe , Push don Pull",joe biden,negative
